# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3638043	3638756	-					yghS	7154006	ECIAI39_3480	714		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3638043	3638756	-	YP_002409389.1	WP_001076272.1		hypothetical protein	yghS	7154006	ECIAI39_3480	714	237	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3638930	3639496	+					yghT	7154007	ECIAI39_3481	567		pseudo
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3639349	3639621	+					yghT	7154008	ECIAI39_3482	273		pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3639670	3641169	-					pitB	7154009	ECIAI39_3483	1500		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3639670	3641169	-	YP_002409390.1	WP_000933262.1		phosphate transporter	pitB	7154009	ECIAI39_3483	1500	499	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3641461	3643320	-					gss	7152424	ECIAI39_3484	1860		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3641461	3643320	-	YP_002409391.1	WP_001335854.1		bifunctional glutathionylspermidine amidase/glutathionylspermidine synthetase	gss	7152424	ECIAI39_3484	1860	619	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3643525	3644391	+					yghU	7151594	ECIAI39_3485	867		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3643525	3644391	+	YP_002409392.1	WP_001295515.1		putative glutathione S-transferase YghU	yghU	7151594	ECIAI39_3485	867	288	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3644461	3644709	-					hybG	7154010	ECIAI39_3486	249		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3644461	3644709	-	YP_002409393.1	WP_000334896.1		hydrogenase 2 accessory protein HypG	hybG	7154010	ECIAI39_3486	249	82	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3644722	3645063	-					hybF	7151709	ECIAI39_3487	342		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3644722	3645063	-	YP_002409394.1	WP_000544953.1		hydrogenase nickel incorporation protein HybF	hybF	7151709	ECIAI39_3487	342	113	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3645056	3645544	-					hybE	7151708	ECIAI39_3488	489		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3645056	3645544	-	YP_002409395.1	WP_000134019.1		hydrogenase 2-specific chaperone	hybE	7151708	ECIAI39_3488	489	162	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3645537	3646031	-					hybD	7151707	ECIAI39_3489	495		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3645537	3646031	-	YP_002409396.1	WP_001221940.1		hydrogenase 2 maturation endopeptidase	hybD	7151707	ECIAI39_3489	495	164	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3646031	3647734	-					hybC	7151706	ECIAI39_3490	1704		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3646031	3647734	-	YP_002409397.1	WP_000083065.1		hydrogenase 2 large subunit	hybC	7151706	ECIAI39_3490	1704	567	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3647731	3648909	-					hybB	7151705	ECIAI39_3491	1179		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3647731	3648909	-	YP_002409398.1	WP_000017694.1		putative hydrogenase 2 b cytochrome subunit	hybB	7151705	ECIAI39_3491	1179	392	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3648899	3649885	-					hybA	7151704	ECIAI39_3492	987		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3648899	3649885	-	YP_002409399.1	WP_001081870.1		hydrogenase 2 protein HybA	hybA	7151704	ECIAI39_3492	987	328	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3649888	3651006	-					hybO	7151703	ECIAI39_3493	1119		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3649888	3651006	-	YP_002409400.1	WP_000145410.1		hydrogenase 2 small subunit	hybO	7151703	ECIAI39_3493	1119	372	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3651013	3651198	-						7151710	ECIAI39_3494	186		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3651013	3651198	-	YP_002409401.1	WP_001303662.1		hypothetical protein		7151710	ECIAI39_3494	186	61	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3651195	3651482	-					yghW	7150194	ECIAI39_3495	288		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3651195	3651482	-	YP_002409402.1	WP_001059136.1		hypothetical protein	yghW	7150194	ECIAI39_3495	288	95	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3651601	3652533	-						7154011	ECIAI39_3496	933		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3651601	3652533	-	YP_002409403.1	WP_012602530.1		hypothetical protein		7154011	ECIAI39_3496	933	310	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3652645	3653685	+					yghZ	7150195	ECIAI39_3497	1041		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3652645	3653685	+	YP_002409404.1	WP_000262163.1		aldo-keto reductase	yghZ	7150195	ECIAI39_3497	1041	346	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3653725	3654219	-					yqhA	7154012	ECIAI39_3498	495		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3653725	3654219	-	YP_002409405.1	WP_000439331.1		hypothetical protein	yqhA	7154012	ECIAI39_3498	495	164	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3654410	3655294	+					yghA	7154518	ECIAI39_3499	885		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3654410	3655294	+	YP_002409406.1	WP_000018760.1		oxidoreductase	yghA	7154518	ECIAI39_3499	885	294	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3655333	3655758	-					exbD	7153997	ECIAI39_3500	426		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3655333	3655758	-	YP_002409407.1	WP_001240712.1		biopolymer transport protein ExbD	exbD	7153997	ECIAI39_3500	426	141	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3655765	3656499	-					exbB	7151258	ECIAI39_3501	735		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3655765	3656499	-	YP_002409408.1	WP_000527844.1		biopolymer transport protein ExbB	exbB	7151258	ECIAI39_3501	735	244	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3656751	3657938	+					metC	7151257	ECIAI39_3502	1188		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3656751	3657938	+	YP_002409409.1	WP_001320425.1		cystathionine beta-lyase	metC	7151257	ECIAI39_3502	1188	395	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3658078	3658737	+					yghB	7152052	ECIAI39_3503	660		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3658078	3658737	+	YP_002409410.1	WP_000268419.1		hypothetical protein	yghB	7152052	ECIAI39_3503	660	219	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3658777	3659733	-					yqhC	7153998	ECIAI39_3504	957		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3658777	3659733	-	YP_002409411.1	WP_012602531.1		putative DNA-binding transcriptional regulator	yqhC	7153998	ECIAI39_3504	957	318	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3659870	3661033	+					yqhD	7154519	ECIAI39_3505	1164		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3659870	3661033	+	YP_002409412.1	WP_001058802.1		alcohol dehydrogenase, NAD(P)-dependent	yqhD	7154519	ECIAI39_3505	1164	387	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3661138	3661965	+					dkgA	7154520	ECIAI39_3506	828		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3661138	3661965	+	YP_002409413.1	WP_000013149.1		2,5-diketo-D-gluconic acid reductase A	dkgA	7154520	ECIAI39_3506	828	275	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3662165	3663091	+					yqhG	7151145	ECIAI39_3507	927		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3662165	3663091	+	YP_002409414.1	WP_000691619.1		hypothetical protein	yqhG	7151145	ECIAI39_3507	927	308	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3663142	3663399	+					yqhH	7154521	ECIAI39_3508	258		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3663142	3663399	+	YP_002409415.1	WP_000848528.1		putative outer membrane lipoprotein	yqhH	7154521	ECIAI39_3508	258	85	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3663442	3665661	-					ygiQ	7154522	ECIAI39_3509	2220		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3663442	3665661	-	YP_002409416.1	WP_000095154.1		hypothetical protein	ygiQ	7154522	ECIAI39_3509	2220	739	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3665772	3667184	-					sufI	7154021	ECIAI39_3510	1413		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3665772	3667184	-	YP_002409417.1	WP_000059388.1		repressor protein for FtsI	sufI	7154021	ECIAI39_3510	1413	470	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3667259	3667996	-					plsC	7152927	ECIAI39_3511	738		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3667259	3667996	-	YP_002409418.1	WP_000965712.1		1-acyl-sn-glycerol-3-phosphate acyltransferase	plsC	7152927	ECIAI39_3511	738	245	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3668044	3668199	-						7152428	ECIAI39_3512	156		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3668044	3668199	-	YP_002409419.1	WP_001305103.1		hypothetical protein		7152428	ECIAI39_3512	156	51	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3668230	3670488	-					parC	7150196	ECIAI39_3513	2259		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3668230	3670488	-	YP_002409420.1	WP_001281881.1		DNA topoisomerase IV subunit A	parC	7150196	ECIAI39_3513	2259	752	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3670626	3672233	-					ygiS	7152347	ECIAI39_3514	1608		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3670626	3672233	-	YP_002409421.1	WP_001295629.1		putative binding protein	ygiS	7152347	ECIAI39_3514	1608	535	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3672366	3672761	-					ygiT	7154022	ECIAI39_3516	396		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3672366	3672761	-	YP_002409422.1	WP_000650107.1		putative DNA-binding transcriptional regulator	ygiT	7154022	ECIAI39_3516	396	131	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3672763	3673059	-					mqsR	7154023	ECIAI39_3517	297		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3672763	3673059	-	YP_002409423.1	WP_000415585.1		motility quorum-sensing regulator	mqsR	7154023	ECIAI39_3517	297	98	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3673264	3673746	-					ygiV	7152118	ECIAI39_3518	483		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3673264	3673746	-	YP_002409424.1	WP_000183514.1		putative transcriptional regulator	ygiV	7152118	ECIAI39_3518	483	160	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3673799	3674191	-					ygiW	7154024	ECIAI39_3519	393		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3673799	3674191	-	YP_002409425.1	WP_000712658.1		hypothetical protein	ygiW	7154024	ECIAI39_3519	393	130	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3674343	3675002	+					qseB	7154025	ECIAI39_3520	660		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3674343	3675002	+	YP_002409426.1	WP_001221493.1		DNA-binding transcriptional regulator QseB	qseB	7154025	ECIAI39_3520	660	219	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3674999	3676348	+					qseC	7152558	ECIAI39_3521	1350		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3674999	3676348	+	YP_002409427.1	WP_000673357.1		sensor protein QseC	qseC	7152558	ECIAI39_3521	1350	449	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3676394	3676726	-					ygiZ	7152559	ECIAI39_3522	333		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3676394	3676726	-	YP_002409428.1	WP_000914692.1		hypothetical protein	ygiZ	7152559	ECIAI39_3522	333	110	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3676733	3677470	-						7154026	ECIAI39_3523	738		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3676733	3677470	-	YP_002409429.1	WP_012602532.1		hypothetical protein		7154026	ECIAI39_3523	738	245	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3677446	3677925	-						7150197	ECIAI39_3524	480		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3677446	3677925	-	YP_002409430.1	WP_000065333.1		hypothetical protein		7150197	ECIAI39_3524	480	159	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3678175	3678756	+					mdaB	7150198	ECIAI39_3525	582		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3678175	3678756	+	YP_002409431.1	WP_000065430.1		NADPH quinone reductase	mdaB	7150198	ECIAI39_3525	582	193	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3678787	3679101	+					ygiN	7152020	ECIAI39_3526	315		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3678787	3679101	+	YP_002409432.1	WP_000958598.1		quinol monooxygenase	ygiN	7152020	ECIAI39_3526	315	104	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3679149	3681041	-					parE	7154019	ECIAI39_3527	1893		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3679149	3681041	-	YP_002409433.1	WP_000195296.1		DNA topoisomerase IV subunit B	parE	7154019	ECIAI39_3527	1893	630	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3681070	3681651	-					yqiA	7152348	ECIAI39_3528	582		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3681070	3681651	-	YP_002409434.1	WP_000105733.1		esterase YqiA	yqiA	7152348	ECIAI39_3528	582	193	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3681651	3682478	-					cpdA	7154523	ECIAI39_3529	828		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3681651	3682478	-	YP_002409435.1	WP_000444747.1		cyclic 3',5'-adenosine monophosphate phosphodiesterase	cpdA	7154523	ECIAI39_3529	828	275	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3682503	3682925	-					yqiB	7150984	ECIAI39_3530	423		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3682503	3682925	-	YP_002409436.1	WP_000833393.1		hypothetical protein	yqiB	7150984	ECIAI39_3530	423	140	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3682926	3683555	-					nudF	7154524	ECIAI39_3531	630		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3682926	3683555	-	YP_002409437.1	WP_000917117.1		ADP-ribose pyrophosphatase NudF	nudF	7154524	ECIAI39_3531	630	209	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3683760	3685241	+					tolC	7152266	ECIAI39_3532	1482		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3683760	3685241	+	YP_002409438.1	WP_000735278.1		outer membrane channel protein	tolC	7152266	ECIAI39_3532	1482	493	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3685485	3686060	+					ygiB	7152998	ECIAI39_3533	576		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3685485	3686060	+	YP_002409439.1	WP_001395919.1		hypothetical protein	ygiB	7152998	ECIAI39_3533	576	191	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3686066	3687226	+					ygiC	7154013	ECIAI39_3534	1161		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3686066	3687226	+	YP_002409440.1	WP_000442860.1		hypothetical protein	ygiC	7154013	ECIAI39_3534	1161	386	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3687264	3688079	-					zupT	7154014	ECIAI39_3535	816		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3687264	3688079	-	YP_002409441.1	WP_000188362.1		hypothetical protein	zupT	7154014	ECIAI39_3535	816	271	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3688195	3688968	+					ygiE	7154598	ECIAI39_3536	774		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3688195	3688968	+	YP_002409442.1	WP_001375105.1		zinc transporter ZupT	ygiE	7154598	ECIAI39_3536	774	257	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3689026	3689220	-						7154015	ECIAI39_3537	195		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3689026	3689220	-	YP_002409443.1	WP_001300727.1		hypothetical protein		7154015	ECIAI39_3537	195	64	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3689458	3690111	-					ribB	7150199	ECIAI39_3538	654		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3689458	3690111	-	YP_002409444.1	WP_001076997.1		3,4-dihydroxy-2-butanone-4-phosphate synthase	ribB	7150199	ECIAI39_3538	654	217	
gene	misc_RNA	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3690215	3690363	-						7152626	ECIAI39_misc_RNA_80	149		
misc_RNA		GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3690215	3690363	-				FMN		7152626	ECIAI39_misc_RNA_80	149		
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3690485	3690775	+					yqiC	7150544	ECIAI39_3539	291		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3690485	3690775	+	YP_002409445.1	WP_001295626.1		hypothetical protein	yqiC	7150544	ECIAI39_3539	291	96	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3691059	3691610	+					ygiL	7154525	ECIAI39_3540	552		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3691059	3691610	+	YP_002409446.1	WP_001272153.1		putative fimbrial protein	ygiL	7154525	ECIAI39_3540	552	183	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3691661	3692338	+					yqiG	7154018	ECIAI39_3541	678		pseudo
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3692369	3694174	+					yqiG	7154526	ECIAI39_3542	1806		pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3694190	3694939	+					yqiH	7154527	ECIAI39_3543	750		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3694190	3694939	+	YP_002409447.1	WP_001405696.1		periplasmic pilin chaperone	yqiH	7154527	ECIAI39_3543	750	249	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3694941	3696005	+					yqiI	7154528	ECIAI39_3544	1065		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3694941	3696005	+	YP_002409448.1	WP_001269808.1		hypothetical protein	yqiI	7154528	ECIAI39_3544	1065	354	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3696048	3696248	-					glgS	7154529	ECIAI39_3545	201		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3696048	3696248	-	YP_002409449.1	WP_000350095.1		glycogen synthesis protein GlgS	glgS	7154529	ECIAI39_3545	201	66	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3696517	3697146	+					yqiJ	7151516	ECIAI39_3546	630		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3696517	3697146	+	YP_002409450.1	WP_000599944.1		hypothetical protein	yqiJ	7151516	ECIAI39_3546	630	209	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3697173	3698834	+					yqiK	7154530	ECIAI39_3547	1662		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3697173	3698834	+	YP_002409451.1	WP_000341044.1		hypothetical protein	yqiK	7154530	ECIAI39_3547	1662	553	
gene	misc_RNA	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3699058	3699207	-					rygD	7154531	ECIAI39_misc_RNA_81	150		
misc_RNA		GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3699058	3699207	-				RygD	rygD	7154531	ECIAI39_misc_RNA_81	150		
gene	misc_RNA	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3699433	3699582	-						7152790	ECIAI39_misc_RNA_82	150		
misc_RNA		GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3699433	3699582	-				QUAD		7152790	ECIAI39_misc_RNA_82	150		
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3699627	3701060	-					rfaE	7150545	ECIAI39_3548	1434		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3699627	3701060	-	YP_002409452.1	WP_000869178.1		bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase	rfaE	7150545	ECIAI39_3548	1434	477	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3701108	3703948	-					glnE	7152601	ECIAI39_3549	2841		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3701108	3703948	-	YP_002409453.1	WP_001324258.1		bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase	glnE	7152601	ECIAI39_3549	2841	946	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3703971	3705272	-					ygiF	7151526	ECIAI39_3550	1302		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3703971	3705272	-	YP_002409454.1	WP_000046281.1		putative adenylate cyclase	ygiF	7151526	ECIAI39_3550	1302	433	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3705514	3706134	+					htrG	7154016	ECIAI39_3551	621		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3705514	3706134	+	YP_002409455.1	WP_001125331.1		putative signal transduction protein	htrG	7154016	ECIAI39_3551	621	206	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3706198	3707436	+					cca	7151690	ECIAI39_3552	1239		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3706198	3707436	+	YP_002409456.1	WP_000708468.1		multifunctional tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase	cca	7151690	ECIAI39_3552	1239	412	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3707617	3708438	-					bacA	7150908	ECIAI39_3553	822		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3707617	3708438	-	YP_002409457.1	WP_001405697.1		undecaprenyl pyrophosphate phosphatase	bacA	7150908	ECIAI39_3553	822	273	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3708529	3708897	-					folB	7150833	ECIAI39_3554	369		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3708529	3708897	-	YP_002409458.1	WP_001295541.1		bifunctional dihydroneopterin aldolase/dihydroneopterin triphosphate 2'-epimerase	folB	7150833	ECIAI39_3554	369	122	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3709002	3709619	+					plsY	7151398	ECIAI39_3555	618		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3709002	3709619	+	YP_002409459.1	WP_001272796.1		putative glycerol-3-phosphate acyltransferase PlsY	plsY	7151398	ECIAI39_3555	618	205	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3709632	3710564	-					ygiP	7152430	ECIAI39_3556	933		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3709632	3710564	-	YP_002409460.1	WP_000935209.1		transcriptional activator TtdR	ygiP	7152430	ECIAI39_3556	933	310	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3710771	3711682	+					ttdA	7154020	ECIAI39_3557	912		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3710771	3711682	+	YP_002409461.1	WP_000986806.1		tartrate dehydratase subunit alpha	ttdA	7154020	ECIAI39_3557	912	303	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3711679	3712284	+					ttdB	7153051	ECIAI39_3558	606		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3711679	3712284	+	YP_002409462.1	WP_000722957.1		L(+)-tartrate dehydratase subunit beta	ttdB	7153051	ECIAI39_3558	606	201	
